npi,provider_name,entity_type,specialty_code,tin,network_status,address_line1,city,state,license_state
5885230107,FICTIONAL_AVERY_WILSON_MD,1,207Q00000X,54-6180655,OUT_OF_NETWORK,5806 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_29,DE,DE
2843386451,FICTIONAL_RILEY_WILLIAMS_MD,1,207RC0000X,61-1560146,TIER_2,7199 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_30,VA,VA
3970739199,FICTIONAL_RILEY_JONES_MD,1,261Q00000X,91-6529869,IN_NETWORK,2603 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_31,DE,DE
2933442453,FICTIONAL_SAGE_GARCIA_MD,1,2084P0800X,66-6321267,TIER_2,8813 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_32,VA,VA
0750840593,FICTIONAL_RILEY_MARTINEZ_MD,1,207X00000X,40-4208983,IN_NETWORK,6119 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_33,PA,PA
6728244842,FICTIONAL_QUINN_WILSON_MD,1,261Q00000X,37-1207671,TIER_1,7233 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_34,PA,PA
2546466394,FICTIONAL_JAMIE_BROWN_MD,1,2084P0800X,33-9646730,OUT_OF_NETWORK,6201 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_35,PA,PA
2310705597,FICTIONAL_JAMIE_BROWN_MD,1,2080P0203X,29-4200755,OUT_OF_NETWORK,5290 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_36,PA,PA
1164638896,FICTIONAL_QUINN_MILLER_MD,1,2080P0203X,62-9579043,OUT_OF_NETWORK,4577 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_37,NC,NC
1239361391,FICTIONAL_SKYLAR_MILLER_MD,1,207RC0000X,98-1230323,TIER_2,1810 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_38,WV,WV
2353906730,FICTIONAL_HERNANDEZ_MEDICAL_CENTER,2,2080P0203X,52-7568771,IN_NETWORK,7871 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_39,DC,DC
3824962237,FICTIONAL_JORDAN_HERNANDEZ_MD,1,261Q00000X,23-5627298,OUT_OF_NETWORK,7985 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_0,PA,PA
5938917304,FICTIONAL_GONZALEZ_MEDICAL_CENTER,2,207Q00000X,99-6350869,TIER_1,4144 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_1,PA,PA
7362702921,FICTIONAL_LOPEZ_MEDICAL_CENTER,2,2084P0800X,44-6933053,TIER_2,6804 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_2,PA,PA
4952541751,FICTIONAL_ALEX_WILLIAMS_MD,1,207X00000X,21-7410937,TIER_1,2416 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_3,PA,PA
7811594382,FICTIONAL_TAYLOR_BROWN_MD,1,207Q00000X,96-7855564,TIER_2,7996 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_4,VA,VA
1464614894,FICTIONAL_MILLER_MEDICAL_CENTER,2,2084P0800X,31-4567302,IN_NETWORK,1990 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_5,MD,MD
4050638228,FICTIONAL_HAYDEN_RODRIGUEZ_MD,1,2084P0800X,28-4771137,TIER_2,9842 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_6,MD,MD
7973514434,FICTIONAL_LOPEZ_MEDICAL_CENTER,2,207Q00000X,17-2345210,OUT_OF_NETWORK,7020 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_7,WV,WV
8856565584,FICTIONAL_ALEX_DAVIS_MD,1,2080P0203X,86-1538840,TIER_1,8450 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_8,PA,PA
7382291475,FICTIONAL_ALEX_RODRIGUEZ_MD,1,207R00000X,14-1712201,TIER_2,5925 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_9,MD,MD
1262436029,FICTIONAL_JORDAN_MARTINEZ_MD,1,2084P0800X,84-8689609,OUT_OF_NETWORK,9515 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_10,MD,MD
3297689903,FICTIONAL_CASEY_GARCIA_MD,1,207Q00000X,24-5033181,TIER_2,5018 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_11,DE,DE
1083777270,FICTIONAL_MARTINEZ_MEDICAL_CENTER,2,207Q00000X,86-5637645,TIER_1,3016 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_12,WV,WV
0947001182,FICTIONAL_CASEY_MILLER_MD,1,2084P0800X,44-1846725,TIER_2,1994 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_13,NC,NC
9841954057,FICTIONAL_LOPEZ_MEDICAL_CENTER,2,2080P0203X,69-4893887,TIER_1,1366 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_14,NC,NC
2118324153,FICTIONAL_DREW_GARCIA_MD,1,207RC0000X,46-7017412,TIER_1,2673 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_15,VA,VA
3624149613,FICTIONAL_JORDAN_GONZALEZ_MD,1,2080P0203X,33-3696090,IN_NETWORK,6981 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_16,DE,DE
1194143560,FICTIONAL_BROWN_MEDICAL_CENTER,2,207X00000X,30-1279721,IN_NETWORK,1898 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_17,DE,DE
1493343739,FICTIONAL_MILLER_MEDICAL_CENTER,2,207R00000X,42-3331608,TIER_1,3711 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_18,MD,MD
7428196928,FICTIONAL_AVERY_WILSON_MD,1,207X00000X,69-8533497,TIER_2,2782 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_19,PA,PA
6314626261,FICTIONAL_AVERY_MILLER_MD,1,207X00000X,73-6706490,TIER_2,4626 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_20,PA,PA
5163840056,FICTIONAL_JORDAN_DAVIS_MD,1,282N00000X,20-1504999,OUT_OF_NETWORK,1654 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_21,DE,DE
6101261272,FICTIONAL_MORGAN_WILLIAMS_MD,1,261Q00000X,84-1991283,TIER_2,4761 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_22,VA,VA
3613279504,FICTIONAL_TAYLOR_LOPEZ_MD,1,261Q00000X,26-6539870,OUT_OF_NETWORK,4793 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_23,VA,VA
9321537893,FICTIONAL_AVERY_MARTINEZ_MD,1,207Q00000X,11-7556733,OUT_OF_NETWORK,6944 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_24,VA,VA
9199089068,FICTIONAL_DAVIS_MEDICAL_CENTER,2,207Q00000X,99-5433804,IN_NETWORK,5097 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_25,WV,WV
0053918443,FICTIONAL_TAYLOR_MILLER_MD,1,207R00000X,11-9951926,OUT_OF_NETWORK,8728 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_26,NC,NC
2586577985,FICTIONAL_DREW_JOHNSON_MD,1,207X00000X,87-7030434,TIER_2,4718 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_27,VA,VA
8988016027,FICTIONAL_TAYLOR_MARTINEZ_MD,1,2080P0203X,14-8148943,IN_NETWORK,8897 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_28,DE,DE
9270900498,FICTIONAL_RILEY_LOPEZ_MD,1,207RC0000X,86-1523063,TIER_1,6377 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_29,DC,DC
2917532204,FICTIONAL_CAMERON_JONES_MD,1,282N00000X,89-2770326,TIER_2,8867 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_30,NC,NC
1971614759,FICTIONAL_RILEY_DAVIS_MD,1,282N00000X,12-1235703,IN_NETWORK,5690 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_31,VA,VA
1948670041,FICTIONAL_ALEX_MILLER_MD,1,207Q00000X,57-9002108,TIER_2,4489 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_32,NC,NC
1988981332,FICTIONAL_JONES_MEDICAL_CENTER,2,261Q00000X,24-3970013,TIER_2,8726 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_33,PA,PA
5867792157,FICTIONAL_RILEY_MILLER_MD,1,2080P0203X,87-3020252,OUT_OF_NETWORK,5199 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_34,PA,PA
5449364806,FICTIONAL_ALEX_BROWN_MD,1,282N00000X,21-3923493,IN_NETWORK,4813 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_35,VA,VA
1090749221,FICTIONAL_JONES_MEDICAL_CENTER,2,207Q00000X,73-1521371,IN_NETWORK,6670 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_36,DE,DE
7099327950,FICTIONAL_SKYLAR_JOHNSON_MD,1,207Q00000X,66-5965716,OUT_OF_NETWORK,289 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_37,WV,WV
2888779917,FICTIONAL_LOPEZ_MEDICAL_CENTER,2,2080P0203X,80-3768957,TIER_1,8979 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_38,DE,DE
8197475162,FICTIONAL_AVERY_JONES_MD,1,2080P0203X,65-1521934,TIER_1,1765 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_39,WV,WV
5463058409,FICTIONAL_LOPEZ_MEDICAL_CENTER,2,2084P0800X,81-7212420,TIER_2,7307 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_0,NC,NC
1619083854,FICTIONAL_AVERY_GARCIA_MD,1,261Q00000X,41-7780714,IN_NETWORK,5908 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_1,DE,DE
9700958504,FICTIONAL_JAMIE_GONZALEZ_MD,1,207R00000X,99-3624426,IN_NETWORK,3418 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_2,VA,VA
5167328249,FICTIONAL_AVERY_GARCIA_MD,1,207Q00000X,13-8325207,IN_NETWORK,9503 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_3,DC,DC
8527559826,FICTIONAL_HAYDEN_JOHNSON_MD,1,207Q00000X,94-4088336,TIER_1,8069 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_4,MD,MD
3000305037,FICTIONAL_QUINN_JONES_MD,1,207RC0000X,28-6690626,TIER_2,3390 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_5,NC,NC
7474027209,FICTIONAL_MORGAN_JONES_MD,1,207X00000X,97-1923053,OUT_OF_NETWORK,7458 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_6,VA,VA
0861572853,FICTIONAL_CAMERON_BROWN_MD,1,207RC0000X,34-1172486,OUT_OF_NETWORK,2172 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_7,PA,PA
9509190077,FICTIONAL_CASEY_WILSON_MD,1,261Q00000X,54-4784119,OUT_OF_NETWORK,4658 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_8,PA,PA
8464163558,FICTIONAL_HAYDEN_JONES_MD,1,261Q00000X,78-8970364,TIER_2,7681 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_9,PA,PA
3038333597,FICTIONAL_TAYLOR_RODRIGUEZ_MD,1,207RC0000X,16-5968120,OUT_OF_NETWORK,6988 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_10,WV,WV
4482200845,FICTIONAL_CASEY_WILSON_MD,1,207X00000X,39-2171183,TIER_1,5556 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_11,PA,PA
2555650540,FICTIONAL_ALEX_LOPEZ_MD,1,2080P0203X,84-9720987,OUT_OF_NETWORK,1117 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_12,WV,WV
5036493281,FICTIONAL_SAGE_WILLIAMS_MD,1,207X00000X,99-8187803,IN_NETWORK,815 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_13,VA,VA
5145806290,FICTIONAL_MARTINEZ_MEDICAL_CENTER,2,207R00000X,12-6008343,TIER_1,4759 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_14,DC,DC
3970839221,FICTIONAL_TAYLOR_LOPEZ_MD,1,207R00000X,80-4958735,OUT_OF_NETWORK,6452 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_15,PA,PA
3945812816,FICTIONAL_JOHNSON_MEDICAL_CENTER,2,207Q00000X,82-5223979,TIER_2,3870 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_16,DE,DE
7269514189,FICTIONAL_HAYDEN_MARTINEZ_MD,1,207RC0000X,17-3752468,TIER_1,2836 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_17,WV,WV
2807987674,FICTIONAL_CASEY_JONES_MD,1,2080P0203X,53-4736594,TIER_1,1186 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_18,VA,VA
1959091350,FICTIONAL_SAGE_LOPEZ_MD,1,282N00000X,82-5244539,OUT_OF_NETWORK,2921 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_19,DE,DE
5105025584,FICTIONAL_CASEY_JOHNSON_MD,1,2080P0203X,62-6153252,OUT_OF_NETWORK,1994 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_20,DC,DC
8327250808,FICTIONAL_AVERY_MARTINEZ_MD,1,261Q00000X,34-8375946,TIER_2,2151 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_21,DE,DE
1568938918,FICTIONAL_LOPEZ_MEDICAL_CENTER,2,2084P0800X,21-5788446,OUT_OF_NETWORK,3284 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_22,PA,PA
3990103814,FICTIONAL_TAYLOR_RODRIGUEZ_MD,1,207Q00000X,99-1502794,OUT_OF_NETWORK,1379 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_23,WV,WV
0354475168,FICTIONAL_JOHNSON_MEDICAL_CENTER,2,2084P0800X,56-4267749,TIER_1,2967 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_24,PA,PA
2312823562,FICTIONAL_SKYLAR_JONES_MD,1,2080P0203X,27-8975182,TIER_2,8936 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_25,WV,WV
0832866400,FICTIONAL_CAMERON_LOPEZ_MD,1,282N00000X,60-1602304,OUT_OF_NETWORK,100 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_26,DC,DC
6860082331,FICTIONAL_HAYDEN_BROWN_MD,1,2080P0203X,12-1263952,IN_NETWORK,6347 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_27,WV,WV
6619628749,FICTIONAL_CASEY_LOPEZ_MD,1,207X00000X,16-2540730,OUT_OF_NETWORK,3055 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_28,PA,PA
9701031723,FICTIONAL_QUINN_GONZALEZ_MD,1,207X00000X,60-1811876,IN_NETWORK,5419 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_29,WV,WV
5882263333,FICTIONAL_RILEY_BROWN_MD,1,207Q00000X,43-6228846,OUT_OF_NETWORK,5226 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_30,MD,MD
7883911027,FICTIONAL_AVERY_WILSON_MD,1,2080P0203X,69-6910180,TIER_1,5520 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_31,PA,PA
7813805059,FICTIONAL_ALEX_DAVIS_MD,1,282N00000X,97-2270793,OUT_OF_NETWORK,2063 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_32,DC,DC
1670921794,FICTIONAL_MORGAN_BROWN_MD,1,2084P0800X,75-8820240,OUT_OF_NETWORK,5392 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_33,NC,NC
5135994692,FICTIONAL_AVERY_DAVIS_MD,1,282N00000X,12-2619989,TIER_1,4218 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_34,PA,PA
4006162547,FICTIONAL_HAYDEN_LOPEZ_MD,1,207X00000X,60-6507543,TIER_1,6488 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_35,MD,MD
9312463562,FICTIONAL_MORGAN_BROWN_MD,1,2080P0203X,73-3216088,IN_NETWORK,1511 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_36,DC,DC
6722556175,FICTIONAL_JORDAN_JOHNSON_MD,1,207Q00000X,69-2061888,TIER_1,5309 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_37,WV,WV
5734628006,FICTIONAL_GARCIA_MEDICAL_CENTER,2,2084P0800X,97-3199404,TIER_1,9267 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_38,NC,NC
0054785635,FICTIONAL_CASEY_BROWN_MD,1,207RC0000X,84-6999676,TIER_2,7890 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_39,MD,MD
6749497387,FICTIONAL_RILEY_WILLIAMS_MD,1,207X00000X,72-4918731,TIER_1,931 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_0,MD,MD
1814832113,FICTIONAL_LOPEZ_MEDICAL_CENTER,2,207R00000X,29-5108476,TIER_1,2143 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_1,WV,WV
4626011520,FICTIONAL_TAYLOR_JONES_MD,1,2084P0800X,65-6169063,OUT_OF_NETWORK,2127 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_2,NC,NC
9337834946,FICTIONAL_SAGE_WILLIAMS_MD,1,207R00000X,99-9012384,TIER_2,8039 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_3,WV,WV
7310679023,FICTIONAL_QUINN_GARCIA_MD,1,207X00000X,25-9304607,TIER_2,9508 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_4,DE,DE
9265201449,FICTIONAL_HAYDEN_RODRIGUEZ_MD,1,207R00000X,10-4962708,IN_NETWORK,7351 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_5,MD,MD
4675619413,FICTIONAL_ALEX_DAVIS_MD,1,261Q00000X,20-4708231,OUT_OF_NETWORK,4919 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_6,NC,NC
5924323715,FICTIONAL_CASEY_GONZALEZ_MD,1,207X00000X,72-3732454,OUT_OF_NETWORK,4590 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_7,NC,NC
5294845164,FICTIONAL_JORDAN_BROWN_MD,1,207RC0000X,77-2959441,IN_NETWORK,1052 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_8,MD,MD
7787136374,FICTIONAL_ALEX_WILSON_MD,1,2084P0800X,97-3864477,OUT_OF_NETWORK,4503 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_9,WV,WV
7310531810,FICTIONAL_CAMERON_WILLIAMS_MD,1,207X00000X,13-3902536,IN_NETWORK,6790 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_10,DC,DC
9555527784,FICTIONAL_SAGE_BROWN_MD,1,2080P0203X,87-1447591,TIER_2,3815 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_11,PA,PA
2832848792,FICTIONAL_JORDAN_LOPEZ_MD,1,207Q00000X,55-7345712,TIER_1,9111 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_12,PA,PA
8050539823,FICTIONAL_MORGAN_JOHNSON_MD,1,261Q00000X,52-5133622,TIER_2,5630 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_13,MD,MD
4483825871,FICTIONAL_LOPEZ_MEDICAL_CENTER,2,207Q00000X,38-2993344,IN_NETWORK,1334 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_14,WV,WV
9636522846,FICTIONAL_ALEX_LOPEZ_MD,1,282N00000X,64-7565431,IN_NETWORK,4821 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_15,MD,MD
8468697452,FICTIONAL_JORDAN_GONZALEZ_MD,1,2084P0800X,70-7371139,OUT_OF_NETWORK,638 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_16,MD,MD
8574876602,FICTIONAL_MARTINEZ_MEDICAL_CENTER,2,207Q00000X,87-9944169,OUT_OF_NETWORK,9779 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_17,WV,WV
1774263390,FICTIONAL_DREW_DAVIS_MD,1,207Q00000X,41-8264082,TIER_2,3864 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_18,DE,DE
7399384818,FICTIONAL_JORDAN_MILLER_MD,1,282N00000X,94-9065866,OUT_OF_NETWORK,6601 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_19,DC,DC
7429693956,FICTIONAL_DREW_HERNANDEZ_MD,1,2080P0203X,45-8353720,TIER_2,6809 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_20,DC,DC
8931344294,FICTIONAL_RILEY_WILLIAMS_MD,1,207R00000X,57-2157506,TIER_1,8966 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_21,DE,DE
7864618567,FICTIONAL_JAMIE_JOHNSON_MD,1,2080P0203X,39-9136523,IN_NETWORK,1634 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_22,VA,VA
2500715836,FICTIONAL_CASEY_JOHNSON_MD,1,282N00000X,76-6950657,TIER_1,4663 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_23,DE,DE
2414750556,FICTIONAL_RILEY_BROWN_MD,1,207X00000X,86-6549900,IN_NETWORK,9702 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_24,DE,DE
7777474876,FICTIONAL_HAYDEN_WILSON_MD,1,207R00000X,36-1594710,IN_NETWORK,3717 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_25,WV,WV
2755551522,FICTIONAL_RILEY_HERNANDEZ_MD,1,207R00000X,83-7833085,OUT_OF_NETWORK,711 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_26,DE,DE
2504712151,FICTIONAL_TAYLOR_MARTINEZ_MD,1,2080P0203X,43-8536021,IN_NETWORK,2360 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_27,PA,PA
9897876089,FICTIONAL_SAGE_WILSON_MD,1,2084P0800X,61-6463794,IN_NETWORK,7667 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_28,DC,DC
5126763510,FICTIONAL_MORGAN_MILLER_MD,1,282N00000X,73-2805195,IN_NETWORK,9242 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_29,WV,WV
9814108038,FICTIONAL_SAGE_JONES_MD,1,2084P0800X,26-7863260,TIER_1,9078 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_30,DC,DC
6927170335,FICTIONAL_AVERY_WILLIAMS_MD,1,282N00000X,26-4912481,IN_NETWORK,6141 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_31,DE,DE
4618783755,FICTIONAL_RILEY_LOPEZ_MD,1,282N00000X,20-5154407,TIER_2,4544 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_32,PA,PA
1227973108,FICTIONAL_AVERY_WILSON_MD,1,282N00000X,89-8166450,TIER_2,1932 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_33,DC,DC
0743737278,FICTIONAL_TAYLOR_MARTINEZ_MD,1,207X00000X,13-6463515,TIER_2,5014 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_34,VA,VA
0405204294,FICTIONAL_SKYLAR_GONZALEZ_MD,1,207X00000X,41-1938547,TIER_2,5421 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_35,DC,DC
7309530369,FICTIONAL_DREW_BROWN_MD,1,282N00000X,75-2540375,IN_NETWORK,9383 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_36,WV,WV
1411781960,FICTIONAL_MORGAN_RODRIGUEZ_MD,1,207R00000X,64-7624133,OUT_OF_NETWORK,1983 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_37,DE,DE
6451581089,FICTIONAL_CAMERON_RODRIGUEZ_MD,1,282N00000X,51-8244606,OUT_OF_NETWORK,1177 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_38,VA,VA
9570457009,FICTIONAL_RILEY_BROWN_MD,1,207Q00000X,52-3096302,OUT_OF_NETWORK,4101 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_39,MD,MD
9004081045,FICTIONAL_WILSON_MEDICAL_CENTER,2,207Q00000X,98-2417598,TIER_2,8281 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_0,NC,NC
3564259083,FICTIONAL_SAGE_HERNANDEZ_MD,1,2084P0800X,77-7353078,IN_NETWORK,9704 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_1,DC,DC
4271867978,FICTIONAL_HERNANDEZ_MEDICAL_CENTER,2,207X00000X,58-3475543,TIER_2,1535 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_2,DE,DE
3672715851,FICTIONAL_MARTINEZ_MEDICAL_CENTER,2,207RC0000X,54-9724510,IN_NETWORK,2397 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_3,DC,DC
7552021504,FICTIONAL_JAMIE_HERNANDEZ_MD,1,207Q00000X,25-7728254,TIER_2,5176 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_4,WV,WV
6989979888,FICTIONAL_TAYLOR_HERNANDEZ_MD,1,207Q00000X,65-2126168,OUT_OF_NETWORK,1674 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_5,NC,NC
3130218779,FICTIONAL_WILSON_MEDICAL_CENTER,2,261Q00000X,71-5042720,IN_NETWORK,6392 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_6,VA,VA
4310253206,FICTIONAL_SKYLAR_JOHNSON_MD,1,207R00000X,14-8932722,TIER_1,2708 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_7,DC,DC
3259106680,FICTIONAL_HAYDEN_JOHNSON_MD,1,261Q00000X,31-9566556,IN_NETWORK,4745 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_8,MD,MD
7987696227,FICTIONAL_JORDAN_GARCIA_MD,1,2084P0800X,49-9721841,TIER_2,8779 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_9,WV,WV
6161517639,FICTIONAL_JAMIE_LOPEZ_MD,1,207Q00000X,64-8071649,TIER_2,1862 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_10,DE,DE
1264960224,FICTIONAL_RILEY_WILLIAMS_MD,1,207RC0000X,68-4567671,IN_NETWORK,5333 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_11,WV,WV
4912218839,FICTIONAL_MARTINEZ_MEDICAL_CENTER,2,282N00000X,63-8759898,OUT_OF_NETWORK,6968 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_12,NC,NC
7136472918,FICTIONAL_QUINN_BROWN_MD,1,207Q00000X,28-3290212,TIER_2,3019 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_13,MD,MD
5497205166,FICTIONAL_DREW_MILLER_MD,1,207Q00000X,14-8689902,TIER_2,3728 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_14,PA,PA
0585190156,FICTIONAL_BROWN_MEDICAL_CENTER,2,207Q00000X,76-4648404,TIER_2,8841 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_15,PA,PA
0701273415,FICTIONAL_SKYLAR_DAVIS_MD,1,2084P0800X,43-8431361,TIER_1,2024 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_16,WV,WV
9550124199,FICTIONAL_RODRIGUEZ_MEDICAL_CENTER,2,2080P0203X,58-9533587,IN_NETWORK,1264 FICTIONAL_MEDICAL_DR,FICTIONAL_CITY_17,NC,NC
